id,Q2,Q6,Q8,Q10,Q12,Q14,Q19,Q17,Q21,Q26,Q24,Q28,Q30,Q32,Q34,age,organization_var,frame_var,weight
1437,Female,University degree,Very proud,Urban,Both,Northern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,35,2,2,0.118696041
1438,Female,University degree,Very proud,Rural,Rural,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",2,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,30,1,2,3.663160372
1439,Male,University degree,Not very proud,Urban,Urban,Northern Vietnam,6,5,"Yes, I will tell them not to buy pangolin products.",4,5,Slightly important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a month,53,1,2,5.49E-05
1440,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,1,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,24,1,3,0.118696041
1441,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",2,7,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,28,2,1,5.49E-05
1442,Female,University degree,Very proud,Urban,Both,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",3,4,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,28,2,3,0.118696041
1443,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,6,6,"No, I will let them decide what to do.",5,6,Important,Slightly important,"No, I have not used traditional Chinese medicine.",Not at all,54,2,2,5.49E-05
1444,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Important,"No, I have not used traditional Chinese medicine.",A few times a year,33,1,1,5.49E-05
1445,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,21,2,3,5.49E-05
1446,Female,University degree,Very proud,Urban,Both,Northern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",2,6,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,29,1,3,0.118696041
1447,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,26,2,2,5.49E-05
1448,Male,University degree,Very proud,Urban,Rural,Both equally,6,7,"Yes, I will tell them not to buy pangolin products.",6,6,Important,Important,"No, I have not used traditional Chinese medicine.",Not at all,28,1,2,5.49E-05
1449,Male,Post-graduate degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",3,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,24,1,2,5.49E-05
1450,Male,Post-graduate degree,Very proud,Urban,Urban,Northern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",6,6,Important,Important,"No, I have not used traditional Chinese medicine.",Not at all,24,2,2,5.49E-05
1451,Female,High school degree,Very proud,Rural,Rural,Southern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",4,6,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,28,2,1,10.00008081
1452,Female,University degree,Very proud,Urban,Both,Northern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a week,36,1,1,0.118696041
1453,Female,University degree,Very proud,Urban,Rural,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,28,2,3,0.118696041
1454,Male,University degree,Very proud,Urban,Rural,Both equally,6,6,"Yes, I will tell them not to buy pangolin products.",6,6,Important,Important,"No, I have not used traditional Chinese medicine.",Not at all,28,1,3,5.49E-05
1455,Female,High school degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",3,7,Very important,Slightly important,"No, I have not used traditional Chinese medicine.",Not at all,25,1,1,10.00008081
1456,Male,Less than high school degree,Very proud,Rural,Rural,Southern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",2,3,Very important,Slightly important,"No, I have not used traditional Chinese medicine.",Not at all,42,2,1,10.00008081
1457,Male,High school degree,Very proud,Urban,Urban,Southern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",2,1,Very important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a week,42,1,2,0.779549616
1458,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,1,"Yes, I will tell them not to buy pangolin products.",3,3,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,41,2,1,0.118696041
1459,Female,University degree,Somewhat proud,Urban,Urban,Northern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",2,4,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,30,2,3,0.118696041
1460,Male,High school degree,Very proud,Urban,Urban,Northern Vietnam,7,1,"Yes, I will tell them not to buy pangolin products.",1,1,Very important,Very important,"No, I have not used traditional Chinese medicine.",A few times a month,30,2,2,0.779549616
1461,Male,High school degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,34,1,3,0.779549616
1462,Male,High school degree,Very proud,Urban,Urban,Southern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",2,6,Very important,Important,"No, I have not used traditional Chinese medicine.",Not at all,33,1,1,0.779549616
1463,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,31,2,1,0.118696041
1464,Female,University degree,Very proud,Urban,Rural,Northern Vietnam,7,3,"Yes, I will tell them not to buy pangolin products.",7,1,Very important,Very important,"No, I have not used traditional Chinese medicine.",A few times a year,20,1,1,0.118696041
1465,Female,University degree,Very proud,Urban,Rural,Southern Vietnam,7,5,"Yes, I will tell them not to buy pangolin products.",5,6,Important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a year,22,2,3,0.118696041
1466,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,5,6,"Yes, I will tell them not to buy pangolin products.",6,6,Slightly important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a month,25,1,3,5.49E-05
1467,Female,University degree,Somewhat proud,Rural,Rural,Northern Vietnam,5,4,"Yes, I will tell them not to buy pangolin products.",5,5,Slightly important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a year,26,2,3,3.663160372
1468,Female,University degree,Very proud,Urban,Rural,Northern Vietnam,6,5,"Yes, I will tell them not to buy pangolin products.",4,4,Not important at all,Important,"No, I have not used traditional Chinese medicine.",Not at all,23,1,2,0.118696041
1469,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,4,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,31,2,1,0.118696041
1470,Female,University degree,Somewhat proud,Urban,Urban,Northern Vietnam,6,5,"Yes, I will tell them not to buy pangolin products.",6,6,Slightly important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a year,26,1,2,0.118696041
1471,Male,High school degree,Very proud,Urban,Urban,Both equally,7,7,"Yes, I will tell them not to buy pangolin products.",4,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,58,1,3,0.779549616
1472,Male,Post-graduate degree,Somewhat proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",2,7,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,53,1,1,5.49E-05
1473,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,1,3,"No, I will let them decide what to do.",1,4,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,20,2,2,5.49E-05
1474,Male,University degree,Very proud,Rural,Rural,Southern Vietnam,7,6,"No, I will let them decide what to do.",5,6,Slightly important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,40,2,2,0.00169562
1475,Male,High school degree,Very proud,Urban,Urban,Southern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",6,6,Important,Not important at all,"No, I have not used traditional Chinese medicine.",A few times a year,44,1,3,0.779549616
1476,Male,Post-graduate degree,Very proud,Urban,Urban,Northern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",3,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,36,1,1,5.49E-05
1477,Female,University degree,Very proud,Urban,Both,Northern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,37,1,2,0.118696041
1478,Male,University degree,Very proud,Rural,Rural,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,36,2,1,0.00169562
1479,Female,Post-graduate degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",1,6,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a month,26,2,2,0.118696041
1480,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,36,2,3,0.118696041
1481,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,1,1,"Yes, I will tell them not to buy pangolin products.",1,1,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,38,2,3,5.49E-05
1482,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",6,6,Slightly important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a year,33,2,2,0.118696041
1483,Male,University degree,Very proud,Rural,Rural,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",2,1,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,20,2,1,0.00169562
1484,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,25,1,1,5.49E-05
1485,Male,High school degree,Very proud,Rural,Rural,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,37,1,2,10.00008081
1486,Male,University degree,Very proud,Rural,Rural,Both equally,6,6,"Yes, I will tell them not to buy pangolin products.",5,6,Very important,Important,"No, I have not used traditional Chinese medicine.",Not at all,27,1,3,0.00169562
1487,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",6,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,31,2,3,5.49E-05
1488,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",6,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,42,1,1,5.49E-05
1489,Male,University degree,Very proud,Urban,Rural,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",3,6,Important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,32,1,3,5.49E-05
1490,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",3,7,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,41,2,2,5.49E-05
1491,Male,Post-graduate degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",2,2,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,42,1,2,5.49E-05
